iter	Logloss
241	0.5170633384
242	0.5170617571
243	0.51701972
244	0.5170052656
245	0.5169872244
246	0.516970377
247	0.5169658603
248	0.516961249
249	0.5169272696
250	0.5169131287
251	0.5168661737
252	0.5168420594
253	0.5168056286
254	0.5167601428
255	0.5167355169
256	0.5167167048
257	0.5166968439
258	0.5166939785
259	0.5166676126
260	0.5166611461
261	0.5166564763
262	0.5166450035
263	0.5166291892
264	0.5166180749
265	0.5165883536
266	0.516574233
267	0.5165721409
268	0.5165505507
269	0.5165431104
270	0.5165257574
271	0.5165171235
272	0.5165061036
273	0.5164724871
274	0.5164691346
275	0.5164340674
276	0.5164299234
277	0.5163987098
278	0.5163690278
279	0.5163476971
280	0.5163328526
281	0.5163303211
282	0.5163254795
283	0.5163033693
284	0.5162774393
285	0.5162720155
286	0.5162689559
287	0.5162480714
288	0.5162355647
289	0.5162179924
290	0.5162033298
291	0.5161948181
292	0.5161730667
293	0.5161654215
294	0.5161457421
295	0.5161420359
296	0.5161032055
297	0.5160529957
298	0.5160495054
299	0.5160433167
300	0.5160293619
301	0.515994986
302	0.5159797897
303	0.5159415225
304	0.5159341731
305	0.5159204244
306	0.5158993977
307	0.5158966132
308	0.5158799261
309	0.5158472367
310	0.5158338925
311	0.5158070922
312	0.5157813314
313	0.5157593036
314	0.5157338882
315	0.5157116688
316	0.5157032957
317	0.5156909923
318	0.5156625051
319	0.515632749
320	0.5156062715
321	0.5155640256
322	0.5155590305
323	0.515552617
324	0.5155274878
325	0.5155126991
326	0.5155008709
327	0.5154860789
328	0.515468749
329	0.5154334327
330	0.5154193749
331	0.5153663792
332	0.5153366296
333	0.5153289773
334	0.5152960766
335	0.515244307
336	0.5152387952
337	0.5152219938
338	0.5152205575
339	0.5152075791
340	0.5151941783
341	0.5151911239
342	0.5151759659
343	0.5151702562
344	0.515160386
345	0.5151422219
346	0.5151130729
347	0.5150970658
348	0.5150861083
349	0.5150766426
350	0.5150528645
351	0.5150489341
352	0.5150058228
353	0.5149926529
354	0.5149577791
355	0.5149439459
356	0.5149371294
357	0.5149205607
358	0.5149007736
359	0.5148936449
360	0.5148822816
361	0.5148549674
362	0.5148355752
363	0.5148250226
364	0.5148063756
365	0.5147837454
366	0.5147789776
367	0.5147580848
368	0.5147406305
369	0.5147081527
370	0.514691609
371	0.5146894969
372	0.5146750611
373	0.5146414755
374	0.5146158024
375	0.5145991933
376	0.5145955623
377	0.5145617512
378	0.5145586215
379	0.5145524457
380	0.5145500106
381	0.5145400372
382	0.514532723
383	0.5145273085
384	0.5144935759
385	0.5144701893
386	0.514457201
387	0.5144461309
388	0.5144288408
389	0.5144200082
390	0.514386775
391	0.5143747802
392	0.5143706544
393	0.5143601318
394	0.5143461068
395	0.514328328
396	0.5142920267
397	0.5142827347
398	0.5142802559
399	0.5142752456
400	0.5142212854
401	0.5141975992
402	0.5141621437
403	0.5141539934
404	0.5141240197
405	0.5141078453
406	0.5140723531
407	0.514058555
408	0.5140428464
409	0.5140072312
410	0.5139799435
411	0.5139558641
412	0.5139400446
413	0.5139354363
414	0.5139320285
415	0.5138978131
416	0.5138940824
417	0.5138528188
418	0.5138400013
419	0.5138365881
420	0.5138307036
421	0.5138289439
422	0.5138200491
423	0.5138021128
424	0.5137838334
425	0.5137774031
426	0.5137421183
427	0.5137306377
428	0.5137212671
429	0.513713639
430	0.513699617
431	0.5136885718
432	0.5136776283
433	0.5136638362
434	0.513645195
435	0.51364513
436	0.5136296986
437	0.5136209974
438	0.5136056137
439	0.513601357
440	0.5135533088
441	0.5135493532
442	0.5135304289
443	0.5135244577
444	0.5135189306
445	0.5134864868
446	0.5134557199
447	0.5134446936
448	0.5134416007
449	0.5134154867
450	0.5133916214
451	0.5133796431
452	0.5133620051
453	0.5133578082
454	0.513333775
455	0.513325337
456	0.5132912782
457	0.5132809973
458	0.5132746969
459	0.5132710385
460	0.513255905
461	0.5132336777
462	0.5132253426
463	0.513208997
464	0.5132021631
465	0.5132008966
466	0.5131906894
467	0.5131832868
468	0.5131811861
469	0.5131523179
470	0.513137032
471	0.5131264596
472	0.5131234398
473	0.5131128069
474	0.5131040544
475	0.5130993627
476	0.5130905684
477	0.5130880462
478	0.5130861045
479	0.5130691945
480	0.5130370659
481	0.5130306396
482	0.5129738609
483	0.5129682909
484	0.5129564733
485	0.5129449837
486	0.5129324104
487	0.5129004356
488	0.5128820294
489	0.5128764092
490	0.5128530847
491	0.5128471351
492	0.5128382346
493	0.512824456
494	0.5128164112
495	0.5128028158
496	0.5127969674
497	0.5127877127
498	0.5127654554
499	0.5127611559
500	0.5127464023
501	0.5127376457
502	0.5127168326
503	0.5126951732
504	0.512688739
505	0.5126741553
506	0.5126642729
507	0.51266112
508	0.5126540995
509	0.5126389273
510	0.5126326471
511	0.5126151224
512	0.5125964039
513	0.512580596
514	0.5125802141
515	0.512563603
516	0.5125536451
517	0.5125513228
518	0.5125494978
519	0.512503292
520	0.5124911687
521	0.5124848234
522	0.5124806957
523	0.5124614101
524	0.512450116
525	0.5124447707
526	0.5124425193
527	0.5124186837
528	0.5124014596
529	0.5123963191
530	0.5123871237
531	0.5123567628
532	0.5123412927
533	0.5123250472
534	0.5123207307
535	0.5123046976
536	0.5122972527
537	0.5122733227
538	0.5122645246
539	0.5122532121
540	0.5122339851
541	0.5122224679
542	0.5121925393
543	0.512167226
544	0.5121566227
545	0.5121374648
546	0.5121063948
547	0.5120623339
548	0.512046859
549	0.512038404
550	0.512008223
551	0.5120048548
552	0.5119984371
553	0.5119949589
554	0.5119863944
555	0.5119567771
556	0.5119437996
557	0.5119346387
558	0.511903164
559	0.5118783939
560	0.5118585047
561	0.5118367425
562	0.5118204536
563	0.5118145229
564	0.5117956527
565	0.5117912813
566	0.5117864986
567	0.5117766892
568	0.5117750641
569	0.5117549845
570	0.5117520313
571	0.5117460144
572	0.5117380033
573	0.5117121037
574	0.5117059925
575	0.511663244
576	0.5116605981
577	0.5116564943
578	0.5116512794
579	0.511630287
580	0.5116275007
581	0.5116262857
582	0.5116127415
583	0.5115953004
584	0.5115904233
585	0.5115549847
586	0.5115461073
587	0.5115219343
588	0.5115052531
589	0.5114856346
590	0.51147812
591	0.5114592917
592	0.5114469024
593	0.5114232581
594	0.5113941151
595	0.511375476
596	0.5113619957
597	0.5113343092
598	0.511317822
599	0.5113123893
600	0.5112952616
601	0.5112895073
602	0.5112785745
603	0.5112556731
604	0.511234385
605	0.5112309194
606	0.5112156768
607	0.511213593
608	0.5111943614
609	0.5111906941
610	0.5111815111
611	0.511176127
612	0.5111626776
613	0.5111605213
614	0.5111557542
615	0.5111437137
616	0.5111293294
617	0.5111049661
618	0.5110832476
619	0.5110714155
620	0.5110653754
621	0.5110489954
622	0.5110298822
623	0.5110214157
624	0.5110113548
625	0.5110036986
626	0.5109899703
627	0.5109803378
628	0.5109724572
629	0.5109592008
630	0.5109502789
631	0.5109311518
632	0.5109226239
633	0.5109098849
634	0.5108984507
635	0.5108937316
636	0.5108848962
637	0.5108808557
638	0.5108783292
639	0.5108622199
640	0.5108391771
641	0.5108309425
642	0.5108218219
643	0.5108025753
644	0.5107888883
645	0.5107789091
646	0.5107690102
647	0.5107626318
648	0.5107464089
649	0.510723184
650	0.5107022944
651	0.5106936375
652	0.5106797668
653	0.5106596149
654	0.5106513729
655	0.5106361735
656	0.5106277706
657	0.5106208886
658	0.5106134859
659	0.5106058221
660	0.51059654
661	0.5105888374
662	0.5105755119
663	0.51056886
664	0.5105462739
665	0.5105412196
666	0.5105256739
667	0.5105206141
668	0.5105132281
669	0.5104831361
670	0.5104825571
671	0.5104761805
672	0.5104686555
673	0.5104566949
674	0.510455311
675	0.5104443783
676	0.5104307666
677	0.5104114628
678	0.5103928202
679	0.5103725179
680	0.5103581914
681	0.5103484756
682	0.5103292549
683	0.5103208981
684	0.5103086162
685	0.5103020068
686	0.5102932008
687	0.5102734723
688	0.51026704
689	0.5102642814
690	0.5102419555
691	0.5102332714
692	0.5102035001
693	0.5101999881
694	0.5101811979
695	0.5101620211
696	0.5101541341
697	0.5101396279
698	0.5101209947
699	0.5101083931
700	0.5100965059
701	0.5100842008
702	0.5100681799
703	0.5100520557
704	0.5100501712
705	0.5100367216
706	0.510027377
707	0.5100252078
708	0.5100201142
709	0.5100158403
710	0.5099955594
711	0.5099910463
712	0.5099714858
713	0.5099654267
714	0.5099387593
715	0.5099267592
716	0.5099240704
717	0.5099192772
718	0.5099037869
719	0.5098967237
720	0.5098837505
721	0.509853932
722	0.5098469775
723	0.5098379188
724	0.5098291557
725	0.509822895
726	0.5098145124
727	0.5098036766
728	0.509793032
729	0.5097889052
730	0.5097744101
731	0.5097670035
732	0.5097544437
733	0.5097437296
734	0.5096955615
735	0.5096855334
736	0.5096757572
737	0.5096732069
738	0.509666855
739	0.5096544224
740	0.5096487842
741	0.5096204167
742	0.5096026343
743	0.5095976455
744	0.5095727259
745	0.509568357
746	0.5095355073
747	0.5095265592
748	0.5095160063
749	0.5095030488
750	0.5094950492
751	0.5094746208
752	0.5094597685
753	0.5094423173
754	0.5094369336
755	0.5094239944
756	0.5093958965
757	0.5093931602
758	0.5093773161
759	0.5093586809
760	0.5093397196
761	0.5093058348
762	0.5093013887
763	0.5092974679
764	0.5092830327
765	0.5092718326
766	0.5092574485
767	0.5092564037
768	0.5092450894
769	0.5092075115
770	0.5091780038
771	0.5091607261
772	0.5091430454
773	0.5091251065
774	0.5091142465
775	0.5091126852
776	0.5090810036
777	0.5090782105
778	0.5090725273
779	0.5090657126
780	0.5090562725
781	0.5090487803
782	0.5090262623
783	0.5090136401
784	0.5089920917
785	0.5089864675
786	0.5089800881
787	0.5089364017
788	0.5089266286
789	0.5089181481
790	0.5089133302
791	0.5089032822
792	0.5088765422
793	0.5088659599
794	0.5088398426
795	0.5088357347
796	0.5088290919
797	0.5088214825
798	0.5088201246
799	0.508807309
800	0.5087954308
801	0.5087871627
802	0.5087683358
803	0.5087465813
804	0.5087255437
805	0.5087225425
806	0.5087108946
807	0.5086793646
808	0.508655933
809	0.5086273055
810	0.5086087994
811	0.5085954059
812	0.5085860152
813	0.5085798511
814	0.5085634606
815	0.508556418
816	0.5085506404
817	0.5085393981
818	0.5085298054
819	0.5085117925
820	0.5084908795
821	0.5084784705
822	0.5084761278
823	0.5084589089
824	0.5084488758
825	0.508435505
826	0.5084146262
827	0.5083958769
828	0.5083820881
829	0.5083712818
830	0.5083470522
831	0.5083376248
832	0.5083278478
833	0.5083085918
834	0.5082942316
835	0.5082752643
836	0.5082693772
837	0.5082669121
838	0.508258751
839	0.5082395057
840	0.5082348557
841	0.5082117568
842	0.5082087072
843	0.5082068891
844	0.5082034579
845	0.5081626266
846	0.5081508601
847	0.5081354147
848	0.5081237376
849	0.5081114972
850	0.5081094173
851	0.5081031893
852	0.5080924966
853	0.5080696431
854	0.5080538289
855	0.5080318148
856	0.5080225914
857	0.5080051203
858	0.5079877552
859	0.5079713859
860	0.5079544206
861	0.5079390193
862	0.5079325711
863	0.5079291512
864	0.5079251497
865	0.5079237248
866	0.507921674
867	0.507910239
868	0.5079029173
869	0.5078984812
870	0.5078882652
871	0.5078816293
872	0.5078770963
873	0.5078469652
874	0.5078399569
875	0.5078247443
876	0.5078210183
877	0.5077737432
878	0.5077399927
879	0.5077368336
880	0.5077173157
881	0.5076987816
882	0.5076872385
883	0.5076581981
884	0.5076398493
885	0.5076237648
886	0.5076087579
887	0.5075722171
888	0.5075604462
889	0.5075592611
890	0.5075351524
891	0.5075262633
892	0.5075113108
893	0.5075067295
894	0.5074927007
895	0.507492447
896	0.5074799815
897	0.5074705921
898	0.5074387409
899	0.5074299762
900	0.5074242745
901	0.5074099029
902	0.507396328
903	0.5073956808
904	0.5073893937
905	0.5073666539
906	0.5073515782
907	0.507336257
908	0.5073212131
909	0.5073069302
910	0.5073016518
911	0.5072862359
912	0.5072774327
913	0.5072639702
914	0.5072415675
915	0.5072270817
916	0.5072139375
917	0.5071938847
918	0.5071792336
919	0.5071404173
920	0.5071373647
921	0.5071051195
922	0.5070933614
923	0.5070903881
924	0.5070759445
925	0.5070475468
926	0.507015077
927	0.5070072355
928	0.5069908448
929	0.5069903322
930	0.506961483
931	0.5069330272
932	0.5069213911
933	0.5069173909
934	0.5069147104
935	0.5069035889
936	0.5069002481
937	0.5068915878
938	0.5068879015
939	0.5068797731
940	0.5068678168
941	0.5068480548
942	0.5068338895
943	0.5068240411
944	0.5068059312
945	0.506803992
946	0.5067756616
947	0.5067707778
948	0.5067640464
949	0.5067521117
950	0.5067366317
951	0.5067324364
952	0.5067134692
953	0.5067056485
954	0.506687281
955	0.5066857916
956	0.50667353
957	0.5066612359
958	0.5066373213
959	0.5066344554
960	0.506621279
961	0.5066190053
962	0.5066132331
963	0.506608304
964	0.5066038194
965	0.5065980162
966	0.5065878494
967	0.5065793514
968	0.506560681
969	0.5065519957
970	0.5065416603
971	0.5065283434
972	0.506511264
973	0.5065053297
974	0.5064928583
975	0.5064622194
976	0.506453261
977	0.5064490796
978	0.5064424006
979	0.5064389271
980	0.5064339288
981	0.5064210557
982	0.5063704718
983	0.5063617969
984	0.5063331793
985	0.5063290893
986	0.5063249473
987	0.5063173951
988	0.5063120434
989	0.5063092662
990	0.5062836041
991	0.5062514208
992	0.506236973
993	0.5062158649
994	0.5061939395
995	0.5061784671
996	0.5061573149
997	0.5061429113
998	0.5061357983
999	0.5061269114
